Unnamed: 0_x,uuid,age,age_group,gender,dem_has_children,country,country_code,Unnamed: 0_y,rural,Unnamed: 0_x,question_bbi_2016wave4_basicincome_awareness,question_bbi_2016wave4_basicincome_vote,question_bbi_2016wave4_basicincome_effect,question_bbi_2016wave4_basicincome_argumentsfor,question_bbi_2016wave4_basicincome_argumentsagainst,dem_education_level,dem_full_time_job,normalized_job_code,Unnamed: 0_y,job_name
5853,bd8b1d10-dd0f-0133-5dd8-0a81e8b09a82,45 years old,40_65,Female,yes,Greece,GR,5853,Non-Rural,5853,I have heard just a little about it,I would probably vote against it,‰Û_ spend more time with my family,It reduces anxiety about financing basic needs,It might encourage people to stop working,high,yes,d329d187dafb7546061ec7fbf137a2b4,124,clinical data abstractor
5854,aa2ffc70-dad6-0133-413d-0a81e8b09a82,41 years old,40_65,Male,no,Greece,GR,5854,urban,5854,I know something about it,I would probably vote against it,None of the above,None of the above,None of the above,low,yes,847165cfda6b1dc82ae22b967da8af2f,24,data warehouse developer
5855,8080d020-d9fc-0133-0d58-0a81e8b09a82,49 years old,40_65,Female,yes,Greece,GR,5855,urban,5855,I understand it fully,I would probably vote for it,‰Û_ look for a different job,None of the above,It is impossible to finance,low,yes,ced804d972b03cca6d523ec8925a7943,69,oracle database administrator oracle dba
5856,ea3f2bd0-da37-0133-7f58-0a81e8b09a82,50 years old,40_65,Male,yes,Greece,GR,5856,rural,5856,I know something about it,I would vote for it,‰Û_ gain additional skills,"It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone",It is impossible to finance,medium,no,,0,
5857,d2012f00-da41-0133-5ba6-0a81e8b09a82,45 years old,40_65,Female,yes,Greece,GR,5857,Non-Rural,5857,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,Only the people who need it most should get something from the state | It might encourage people to stop working | It is impossible to finance,high,yes,e49986dae76619a3941d280ee14d38ae,73,data miner
5858,4252ff80-dcab-0133-ca50-0a81e8b09a82,40 years old,40_65,Female,yes,Greece,GR,5858,Non-Rural,5858,I understand it fully,I would probably vote for it,‰Û_ do more volunteering work,"It increases appreciation for household work and volunteering | It increases solidarity, because it is funded by everyone | It encourages financial independence and self-responsibility | It reduces anxiety about financing basic needs",It is impossible to finance | Only the people who need it most should get something from the state,high,yes,894ca61c22718617c7e2404f582153da,80,data processing consultant
5859,1c617340-d949-0133-197e-0a81e8b09a82,51 years old,40_65,Male,yes,Greece,GR,5859,urban,5859,I understand it fully,I would vote for it,A basic income would not affect my work choices,"It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone",Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working,medium,yes,7028f15ad274cb4d9505101b9c1306b1,118,clinical data management manager cdm manager
5860,7af88940-d98c-0133-ef0e-0a81e8b09a82,37 years old,26_39,Male,yes,Greece,GR,5860,urban,5860,I understand it fully,I would vote against it,‰Û_ look for a different job,None of the above,Only the people who need it most should get something from the state,,yes,e55556364d2096578fd153e9800e826f,59,database consultant
5861,2efef280-dc65-0133-b860-0a81e8b09a82,46 years old,40_65,Female,no,Greece,GR,5861,urban,5861,I understand it fully,I would probably vote for it,‰Û_ do more volunteering work,"It increases solidarity, because it is funded by everyone | It reduces anxiety about financing basic needs",It is against the principle of linking merit and reward,high,yes,19e384e977796c25780d8c28b12089c4,13,naval tactical data systemcombat information center watch officer general
5862,1e2e20b0-dcbb-0133-13a4-0a81e8b09a82,32 years old,26_39,Male,no,Greece,GR,5862,urban,5862,I understand it fully,I would vote for it,‰Û_ work as a freelancer,"It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone | It increases appreciation for household work and volunteering | It encourages financial independence and self-responsibility",Foreigners might come to my country and take advantage of the benefit,high,yes,45033f83b6e0309eca9bcd76917f15d0,36,database modeler
5863,de5b1cc0-da50-0133-37c4-0a81e8b09a82,51 years old,40_65,Female,yes,Greece,GR,5863,Non-Rural,5863,I understand it fully,I would probably vote against it,A basic income would not affect my work choices,"It increases solidarity, because it is funded by everyone",It increases dependence on the state | Only the people who need it most should get something from the state | It is against the principle of linking merit and reward | Foreigners might come to my country and take advantage of the benefit,medium,yes,5db2c8d6539f983e1ca3d7c5b939e190,22,database administration associate
5864,609d0cb0-da7c-0133-7388-0a81e8b09a82,1989,26_39,Female,no,Greece,GR,5864,urban,5864,I understand it fully,I would vote for it,A basic income would not affect my work choices,None of the above,None of the above,medium,yes,a12a16280e22220f9354333f6fe1b22a,33,geographic information systems data administrator gis data administrator
5865,a54a6b60-da2d-0133-81bb-0a81e8b09a82,37 years old,26_39,Female,yes,Greece,GR,5865,urban,5865,I know something about it,I would vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,It is impossible to finance,,no,,0,
5866,993b9260-de27-0133-6267-0a81e8b09a82,40 years old,40_65,Female,yes,Greece,GR,5866,rural,5866,I know something about it,I would vote for it,‰Û_ gain additional skills,It reduces anxiety about financing basic needs | It creates more equality of opportunity,It is impossible to finance | It increases dependence on the state,high,no,,0,
5867,22109510-da3b-0133-7b94-0a81e8b09a82,1991,juvenile,Female,no,Greece,GR,5867,Non-Rural,5867,I know something about it,I would probably vote for it,A basic income would not affect my work choices,"It encourages financial independence and self-responsibility | It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone | It increases appreciation for household work and volunteering",It is impossible to finance | It increases dependence on the state,high,no,,0,
5868,118d8f50-d9ed-0133-a70d-0a81e8b09a82,43 years old,40_65,Female,yes,Greece,GR,5868,urban,5868,I understand it fully,I would probably vote for it,A basic income would not affect my work choices,None of the above,None of the above,high,yes,1dd2fdc8a3981f2a1d8f0ca173952bb8,29,database administration manager
5869,abebc660-d9a3-0133-743b-0a81e8b09a82,41 years old,40_65,Male,no,Greece,GR,5869,city,5869,I know something about it,I would not vote,None of the above,None of the above,None of the above,medium,yes,c1b670eba9ccb65e7c99f7da116d5b9c,5,database architect
5870,5d2d6650-da35-0133-f36e-0a81e8b09a82,50 years old,40_65,Female,yes,Greece,GR,5870,urban,5870,I have never heard of it,I would probably vote against it,‰Û_ stop working,None of the above,It is against the principle of linking merit and reward,high,yes,e49986dae76619a3941d280ee14d38ae,73,data miner
5871,6e326c10-da01-0133-f629-0a81e8b09a82,52 years old,40_65,Female,yes,Greece,GR,5871,rural,5871,I understand it fully,I would vote for it,‰Û_ work as a freelancer,It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit,,no,,0,
5872,f44dd3d0-dd6e-0133-febc-0a81e8b09a82,41 years old,40_65,Female,yes,Greece,GR,5872,urban,5872,I know something about it,I would probably vote against it,A basic income would not affect my work choices,None of the above,None of the above,high,yes,ced804d972b03cca6d523ec8925a7943,69,oracle database administrator oracle dba
5873,b961b800-db44-0133-8ff8-0a81e8b09a82,45 years old,40_65,Male,yes,Greece,GR,5873,city,5873,I know something about it,I would vote for it,‰Û_ gain additional skills,"It creates more equality of opportunity | It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering | It reduces bureaucracy and administrative expenses | It increases solidarity, because it is funded by everyone",None of the above,high,yes,dfea9e8bc3c565ff9e64d4288b1c423d,134,customer data technician
5874,da0a2900-d962-0133-40cf-0a81e8b09a82,1990,26_39,Female,no,Greece,GR,5874,urban,5874,I understand it fully,I would probably vote against it,A basic income would not affect my work choices,It creates more equality of opportunity,Only the people who need it most should get something from the state,high,yes,b24ece3300d2f8ab34f9553e531183d6,21,data processing systems project planner
5875,70252d30-d9a7-0133-5ab0-0a81e8b09a82,39 years old,26_39,Female,yes,Greece,GR,5875,countryside,5875,I understand it fully,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering,Foreigners might come to my country and take advantage of the benefit | It is impossible to finance | Only the people who need it most should get something from the state,high,yes,a4d5b8b38f9513825d0d94a981ebe962,41,database manager
5876,22f98120-d9bd-0133-babb-0a81e8b09a82,57 years old,40_65,Female,yes,Greece,GR,5876,urban,5876,I know something about it,I would vote for it,‰Û_ do more volunteering work,"It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone | It encourages financial independence and self-responsibility | It increases appreciation for household work and volunteering",It is impossible to finance,high,no,,0,
5877,f910c8b0-da25-0133-683f-0a81e8b09a82,35 years old,26_39,Female,no,Greece,GR,5877,urban,5877,I have never heard of it,I would probably vote for it,‰Û_ gain additional skills,It reduces anxiety about financing basic needs,None of the above,,no,,0,
5878,887c8340-d97c-0133-08ee-0a81e8b09a82,41 years old,40_65,Male,yes,Greece,GR,5878,Non-Rural,5878,I know something about it,I would vote for it,A basic income would not affect my work choices,It encourages financial independence and self-responsibility,It is impossible to finance | Foreigners might come to my country and take advantage of the benefit,high,no,,0,
5879,3ae68ed0-d997-0133-7541-0a81e8b09a82,49 years old,40_65,Female,no,Greece,GR,5879,city,5879,I understand it fully,I would probably vote for it,A basic income would not affect my work choices,It increases appreciation for household work and volunteering | It reduces anxiety about financing basic needs | It encourages financial independence and self-responsibility,It might encourage people to stop working | It is impossible to finance | Only the people who need it most should get something from the state,medium,yes,41b2978a2c07c5f477e60f26372d6c85,70,database management system specialist dbms specialist
